plant_ID,Family,Population,Location,Region,Elevation,Garden,Bed,Trait
RP_03_VT_D,RP_03,RP,TN,E,1586,VT,D,
RP_03_VT_E,RP_03,RP,TN,E,1586,VT,E,
RP_05_VT_A,RP_05,RP,TN,E,1545,VT,A,
RP_05_VT_B,RP_05,RP,TN,E,1545,VT,B,
RP_05_VT_C,RP_05,RP,TN,E,1545,VT,C,
RP_05_VT_D,RP_05,RP,TN,E,1545,VT,D,
RP_05_VT_E,RP_05,RP,TN,E,1545,VT,E,
RP_06_VT_A,RP_06,RP,TN,E,1537,VT,A,
RP_06_VT_B,RP_06,RP,TN,E,1537,VT,B,
RP_06_VT_C,RP_06,RP,TN,E,1537,VT,C,
RP_06_VT_D,RP_06,RP,TN,E,1537,VT,D,
RP_06_VT_E,RP_06,RP,TN,E,1537,VT,E,
RP_11_VT_A,RP_11,RP,TN,E,1370,VT,A,
RP_11_VT_B,RP_11,RP,TN,E,1370,VT,B,
RP_11_VT_C,RP_11,RP,TN,E,1370,VT,C,
RP_11_VT_D,RP_11,RP,TN,E,1370,VT,D,
RP_11_VT_E,RP_11,RP,TN,E,1370,VT,E,
SAV_01_VT_A,SAV_01,SAV,MA,C,767,VT,A,
SAV_01_VT_B,SAV_01,SAV,MA,C,767,VT,B,
SAV_01_VT_C,SAV_01,SAV,MA,C,767,VT,C,
SAV_01_VT_D,SAV_01,SAV,MA,C,767,VT,D,
SAV_01_VT_E,SAV_01,SAV,MA,C,767,VT,E,
SAV_02_VT_A,SAV_02,SAV,MA,C,759,VT,A,
SAV_02_VT_B,SAV_02,SAV,MA,C,759,VT,B,
SAV_02_VT_C,SAV_02,SAV,MA,C,759,VT,C,
SAV_02_VT_D,SAV_02,SAV,MA,C,759,VT,D,
SAV_02_VT_E,SAV_02,SAV,MA,C,759,VT,E,
SAV_03_VT_A,SAV_03,SAV,MA,C,738,VT,A,
SAV_03_VT_B,SAV_03,SAV,MA,C,738,VT,B,
SAV_03_VT_C,SAV_03,SAV,MA,C,738,VT,C,
SAV_03_VT_D,SAV_03,SAV,MA,C,738,VT,D,
SAV_03_VT_E,SAV_03,SAV,MA,C,738,VT,E,
SAV_04_VT_A,SAV_04,SAV,MA,C,564,VT,A,
SAV_04_VT_B,SAV_04,SAV,MA,C,564,VT,B,
SAV_04_VT_C,SAV_04,SAV,MA,C,564,VT,C,
SAV_04_VT_D,SAV_04,SAV,MA,C,564,VT,D,
SAV_04_VT_E,SAV_04,SAV,MA,C,564,VT,E,
SAV_05_VT_A,SAV_05,SAV,MA,C,572,VT,A,
SAV_05_VT_B,SAV_05,SAV,MA,C,572,VT,B,
SAV_05_VT_C,SAV_05,SAV,MA,C,572,VT,C,
SAV_05_VT_D,SAV_05,SAV,MA,C,572,VT,D,
SAV_05_VT_E,SAV_05,SAV,MA,C,572,VT,E,
SAV_06_VT_A,SAV_06,SAV,MA,C,577,VT,A,
SAV_06_VT_B,SAV_06,SAV,MA,C,577,VT,B,
SAV_06_VT_C,SAV_06,SAV,MA,C,577,VT,C,
SAV_06_VT_D,SAV_06,SAV,MA,C,577,VT,D,
SAV_06_VT_E,SAV_06,SAV,MA,C,577,VT,E,
SAV_07_VT_A,SAV_07,SAV,MA,C,612,VT,A,
SAV_07_VT_B,SAV_07,SAV,MA,C,612,VT,B,
SAV_07_VT_B,SAV_07,SAV,MA,C,612,VT,B,
SAV_07_VT_C,SAV_07,SAV,MA,C,612,VT,C,
SAV_07_VT_D,SAV_07,SAV,MA,C,612,VT,D,
SAV_07_VT_E,SAV_07,SAV,MA,C,612,VT,E,
SPR_01_VT_A,SPR_01,SPR,PA,M,586,VT,A,
SPR_01_VT_B,SPR_01,SPR,PA,M,586,VT,B,
SPR_01_VT_C,SPR_01,SPR,PA,M,586,VT,C,
SPR_01_VT_D,SPR_01,SPR,PA,M,586,VT,D,
SPR_02_VT_A,SPR_02,SPR,PA,M,567,VT,A,
SPR_02_VT_B,SPR_02,SPR,PA,M,567,VT,B,
SPR_02_VT_C,SPR_02,SPR,PA,M,567,VT,C,
SPR_02_VT_D,SPR_02,SPR,PA,M,567,VT,D,
SPR_02_VT_E,SPR_02,SPR,PA,M,567,VT,E,
SPR_03_VT_A,SPR_03,SPR,PA,M,585,VT,A,
SPR_03_VT_B,SPR_03,SPR,PA,M,585,VT,B,
SPR_03_VT_C,SPR_03,SPR,PA,M,585,VT,C,
SPR_03_VT_D,SPR_03,SPR,PA,M,585,VT,D,
SPR_03_VT_E,SPR_03,SPR,PA,M,585,VT,E,
SPR_04_VT_A,SPR_04,SPR,PA,M,588,VT,A,
SPR_04_VT_A,SPR_04,SPR,PA,M,588,VT,A,
SPR_04_VT_B,SPR_04,SPR,PA,M,588,VT,B,
SPR_04_VT_C,SPR_04,SPR,PA,M,588,VT,C,
SPR_04_VT_D,SPR_04,SPR,PA,M,588,VT,D,
SPR_04_VT_E,SPR_04,SPR,PA,M,588,VT,E,
SPR_05_VT_A,SPR_05,SPR,PA,M,590,VT,A,
SPR_05_VT_B,SPR_05,SPR,PA,M,590,VT,B,
SPR_05_VT_C,SPR_05,SPR,PA,M,590,VT,C,
SPR_05_VT_D,SPR_05,SPR,PA,M,590,VT,D,
SPR_05_VT_E,SPR_05,SPR,PA,M,590,VT,E,
TWI_02_VT_A,TWI_02,TWI,NY,C,1064,VT,A,
TWI_02_VT_B,TWI_02,TWI,NY,C,1064,VT,B,
TWI_02_VT_D,TWI_02,TWI,NY,C,1064,VT,D,
TWI_03_VT_A,TWI_03,TWI,NY,C,1042,VT,A,
TWI_03_VT_B,TWI_03,TWI,NY,C,1042,VT,B,
TWI_03_VT_C,TWI_03,TWI,NY,C,1042,VT,C,
TWI_03_VT_D,TWI_03,TWI,NY,C,1042,VT,D,
TWI_03_VT_E,TWI_03,TWI,NY,C,1042,VT,E,
TWI_04_VT_A,TWI_04,TWI,NY,C,1051,VT,A,
TWI_04_VT_B,TWI_04,TWI,NY,C,1051,VT,B,
TWI_04_VT_C,TWI_04,TWI,NY,C,1051,VT,C,
TWI_04_VT_D,TWI_04,TWI,NY,C,1051,VT,D,
TWI_04_VT_E,TWI_04,TWI,NY,C,1051,VT,E,
TWI_05_VT_A,TWI_05,TWI,NY,C,1074,VT,A,
TWI_05_VT_B,TWI_05,TWI,NY,C,1074,VT,B,
TWI_05_VT_C,TWI_05,TWI,NY,C,1074,VT,C,
TWI_05_VT_D,TWI_05,TWI,NY,C,1074,VT,D,
TWI_05_VT_E,TWI_05,TWI,NY,C,1074,VT,E,
TWI_06_VT_A,TWI_06,TWI,NY,C,1100,VT,A,
TWI_06_VT_A,TWI_06,TWI,NY,C,1100,VT,A,
TWI_06_VT_B,TWI_06,TWI,NY,C,1100,VT,B,
TWI_06_VT_C,TWI_06,TWI,NY,C,1100,VT,C,
TWI_06_VT_D,TWI_06,TWI,NY,C,1100,VT,D,
TWI_06_VT_E,TWI_06,TWI,NY,C,1100,VT,E,
WA_412_VT_A,WA_412,WA,NC,E,1285,VT,A,
WA_412_VT_B,WA_412,WA,NC,E,1285,VT,B,
WA_412_VT_C,WA_412,WA,NC,E,1285,VT,C,
WA_412_VT_D,WA_412,WA,NC,E,1285,VT,D,
WA_412_VT_E,WA_412,WA,NC,E,1285,VT,E,
WA_414_VT_A,WA_414,WA,NC,E,1273,VT,A,
WA_414_VT_B,WA_414,WA,NC,E,1273,VT,B,
WA_414_VT_C,WA_414,WA,NC,E,1273,VT,C,
WA_414_VT_D,WA_414,WA,NC,E,1273,VT,D,
WA_414_VT_E,WA_414,WA,NC,E,1273,VT,E,
WA_416_VT_A,WA_416,WA,NC,E,1251,VT,A,
WA_416_VT_B,WA_416,WA,NC,E,1251,VT,B,
WA_416_VT_C,WA_416,WA,NC,E,1251,VT,C,
WA_416_VT_D,WA_416,WA,NC,E,1251,VT,D,
WA_418_VT_A,WA_418,WA,NC,E,1264,VT,A,
WA_418_VT_B,WA_418,WA,NC,E,1264,VT,B,
WA_418_VT_C,WA_418,WA,NC,E,1264,VT,C,
WA_418_VT_D,WA_418,WA,NC,E,1264,VT,D,
WA_418_VT_E,WA_418,WA,NC,E,1264,VT,E,
WA_419_VT_A,WA_419,WA,NC,E,1277,VT,A,
WA_419_VT_B,WA_419,WA,NC,E,1277,VT,B,
WA_419_VT_C,WA_419,WA,NC,E,1277,VT,C,
WA_419_VT_D,WA_419,WA,NC,E,1277,VT,D,
WA_419_VT_E,WA_419,WA,NC,E,1277,VT,E,
WCA_01_VT_A,WCA_01,WCA,NY,C,574,VT,A,
WCA_01_VT_B,WCA_01,WCA,NY,C,574,VT,B,
WCA_01_VT_C,WCA_01,WCA,NY,C,574,VT,C,
WCA_01_VT_D,WCA_01,WCA,NY,C,574,VT,D,
WCA_01_VT_E,WCA_01,WCA,NY,C,574,VT,E,
WCA_02_VT_A,WCA_02,WCA,NY,C,582,VT,A,
WCA_02_VT_B,WCA_02,WCA,NY,C,582,VT,B,
WCA_02_VT_C,WCA_02,WCA,NY,C,582,VT,C,
WCA_02_VT_D,WCA_02,WCA,NY,C,582,VT,D,
WCA_02_VT_E,WCA_02,WCA,NY,C,582,VT,E,
WCA_03_VT_A,WCA_03,WCA,NY,C,582,VT,A,
WCA_03_VT_B,WCA_03,WCA,NY,C,582,VT,B,
WCA_03_VT_C,WCA_03,WCA,NY,C,582,VT,C,
WCA_03_VT_D,WCA_03,WCA,NY,C,582,VT,D,
WCA_03_VT_E,WCA_03,WCA,NY,C,582,VT,E,
WCA_04_VT_A,WCA_04,WCA,NY,C,566,VT,A,
WCA_04_VT_B,WCA_04,WCA,NY,C,566,VT,B,
WCA_04_VT_C,WCA_04,WCA,NY,C,566,VT,C,
WCA_04_VT_D,WCA_04,WCA,NY,C,566,VT,D,
WCA_04_VT_E,WCA_04,WCA,NY,C,566,VT,E,
WCA_05_VT_A,WCA_05,WCA,NY,C,568,VT,A,
WCA_05_VT_B,WCA_05,WCA,NY,C,568,VT,B,
WCA_05_VT_C,WCA_05,WCA,NY,C,568,VT,C,
WCA_05_VT_D,WCA_05,WCA,NY,C,568,VT,D,
WCA_05_VT_E,WCA_05,WCA,NY,C,568,VT,E,
WCA_07_VT_A,WCA_07,WCA,NY,C,571,VT,A,
WCA_07_VT_B,WCA_07,WCA,NY,C,571,VT,B,
WCA_07_VT_C,WCA_07,WCA,NY,C,571,VT,C,
WCA_07_VT_D,WCA_07,WCA,NY,C,571,VT,D,
WCA_07_VT_E,WCA_07,WCA,NY,C,571,VT,E,
WHI_01_VT_A,WHI_01,WHI,NY,C,893,VT,A,
WHI_01_VT_B,WHI_01,WHI,NY,C,893,VT,B,
WHI_01_VT_C,WHI_01,WHI,NY,C,893,VT,C,
WHI_01_VT_D,WHI_01,WHI,NY,C,893,VT,D,
WHI_01_VT_E,WHI_01,WHI,NY,C,893,VT,E,
WHI_03_VT_A,WHI_03,WHI,NY,C,881,VT,A,
WHI_03_VT_B,WHI_03,WHI,NY,C,881,VT,B,
WHI_03_VT_C,WHI_03,WHI,NY,C,881,VT,C,
WHI_03_VT_D,WHI_03,WHI,NY,C,881,VT,D,
WHI_03_VT_E,WHI_03,WHI,NY,C,881,VT,E,
WHI_04_VT_A,WHI_04,WHI,NY,C,877,VT,A,
WHI_04_VT_B,WHI_04,WHI,NY,C,877,VT,B,
WHI_04_VT_C,WHI_04,WHI,NY,C,877,VT,C,
WHI_04_VT_D,WHI_04,WHI,NY,C,877,VT,D,
WHI_04_VT_E,WHI_04,WHI,NY,C,877,VT,E,
WHI_05_VT_A,WHI_05,WHI,NY,C,852,VT,A,
WHI_05_VT_B,WHI_05,WHI,NY,C,852,VT,B,
WHI_05_VT_C,WHI_05,WHI,NY,C,852,VT,C,
WHI_05_VT_D,WHI_05,WHI,NY,C,852,VT,D,
WHI_05_VT_E,WHI_05,WHI,NY,C,852,VT,E,
WHI_07_VT_A,WHI_07,WHI,NY,C,1208,VT,A,
WHI_07_VT_B,WHI_07,WHI,NY,C,1208,VT,B,
WHI_07_VT_C,WHI_07,WHI,NY,C,1208,VT,C,
WHI_07_VT_D,WHI_07,WHI,NY,C,1208,VT,D,
WHI_07_VT_E,WHI_07,WHI,NY,C,1208,VT,E,
WHI_12_VT_A,WHI_12,WHI,NY,C,573,VT,A,
WHI_12_VT_B,WHI_12,WHI,NY,C,573,VT,B,
WHI_12_VT_C,WHI_12,WHI,NY,C,573,VT,C,
WHI_12_VT_D,WHI_12,WHI,NY,C,573,VT,D,
WHI_12_VT_E,WHI_12,WHI,NY,C,573,VT,E,
XBM_02_VT_A,XBM_02,XBM,PA,M,552,VT,A,
XBM_02_VT_B,XBM_02,XBM,PA,M,552,VT,B,
XBM_02_VT_C,XBM_02,XBM,PA,M,552,VT,C,
XBM_02_VT_D,XBM_02,XBM,PA,M,552,VT,D,
XBM_02_VT_E,XBM_02,XBM,PA,M,552,VT,E,
XBM_03_VT_A,XBM_03,XBM,PA,M,561,VT,A,
XBM_03_VT_B,XBM_03,XBM,PA,M,561,VT,B,
XBM_03_VT_C,XBM_03,XBM,PA,M,561,VT,C,
XBM_03_VT_D,XBM_03,XBM,PA,M,561,VT,D,
XBM_03_VT_E,XBM_03,XBM,PA,M,561,VT,E,
XBM_04_VT_A,XBM_04,XBM,PA,M,556,VT,A,
XBM_04_VT_B,XBM_04,XBM,PA,M,556,VT,B,
XBM_04_VT_C,XBM_04,XBM,PA,M,556,VT,C,
XBM_04_VT_D,XBM_04,XBM,PA,M,556,VT,D,
XBM_04_VT_E,XBM_04,XBM,PA,M,556,VT,E,
XBM_05_VT_A,XBM_05,XBM,PA,M,555,VT,A,
XBM_05_VT_B,XBM_05,XBM,PA,M,555,VT,B,
XBM_05_VT_C,XBM_05,XBM,PA,M,555,VT,C,
XBM_05_VT_D,XBM_05,XBM,PA,M,555,VT,D,
XBM_05_VT_E,XBM_05,XBM,PA,M,555,VT,E,
XBM_06_VT_A,XBM_06,XBM,PA,M,553,VT,A,
XBM_06_VT_B,XBM_06,XBM,PA,M,553,VT,B,
XBM_06_VT_C,XBM_06,XBM,PA,M,553,VT,C,
XBM_06_VT_D,XBM_06,XBM,PA,M,553,VT,D,
XBM_06_VT_E,XBM_06,XBM,PA,M,553,VT,E,
XBM_07_VT_A,XBM_07,XBM,PA,M,566,VT,A,
XBM_07_VT_B,XBM_07,XBM,PA,M,566,VT,B,
XBM_07_VT_C,XBM_07,XBM,PA,M,566,VT,C,
XBM_07_VT_D,XBM_07,XBM,PA,M,566,VT,D,
XBM_07_VT_E,XBM_07,XBM,PA,M,566,VT,E,
XCS_01_VT_A,XCS_01,XCS,WV,E,777,VT,A,
XCS_01_VT_B,XCS_01,XCS,WV,E,777,VT,B,
XCS_03_VT_A,XCS_03,XCS,WV,E,776,VT,A,
XCS_03_VT_B,XCS_03,XCS,WV,E,776,VT,B,
XCS_03_VT_C,XCS_03,XCS,WV,E,776,VT,C,
XCS_03_VT_D,XCS_03,XCS,WV,E,776,VT,D,
XCS_03_VT_E,XCS_03,XCS,WV,E,776,VT,E,
XCV_01_VT_A,XCV_01,XCV,WV,E,1141,VT,A,
XCV_01_VT_B,XCV_01,XCV,WV,E,1141,VT,B,
XCV_01_VT_C,XCV_01,XCV,WV,E,1141,VT,C,
XCV_01_VT_D,XCV_01,XCV,WV,E,1141,VT,D,
XCV_01_VT_E,XCV_01,XCV,WV,E,1141,VT,E,
XCV_02_VT_A,XCV_02,XCV,WV,E,1129,VT,A,
XCV_02_VT_B,XCV_02,XCV,WV,E,1129,VT,B,
XCV_02_VT_C,XCV_02,XCV,WV,E,1129,VT,C,
XCV_02_VT_D,XCV_02,XCV,WV,E,1129,VT,D,
XCV_02_VT_E,XCV_02,XCV,WV,E,1129,VT,E,
XCV_03_VT_A,XCV_03,XCV,WV,E,1123,VT,A,
XCV_03_VT_B,XCV_03,XCV,WV,E,1123,VT,B,
XCV_03_VT_C,XCV_03,XCV,WV,E,1123,VT,C,
XCV_03_VT_D,XCV_03,XCV,WV,E,1123,VT,D,
XCV_03_VT_E,XCV_03,XCV,WV,E,1123,VT,E,
XCV_04_VT_A,XCV_04,XCV,WV,E,1130,VT,A,
XCV_04_VT_B,XCV_04,XCV,WV,E,1130,VT,B,
XCV_04_VT_C,XCV_04,XCV,WV,E,1130,VT,C,
XCV_04_VT_D,XCV_04,XCV,WV,E,1130,VT,D,
XCV_04_VT_E,XCV_04,XCV,WV,E,1130,VT,E,
XCV_05_VT_A,XCV_05,XCV,WV,E,1113,VT,A,
XCV_05_VT_B,XCV_05,XCV,WV,E,1113,VT,B,
XCV_05_VT_C,XCV_05,XCV,WV,E,1113,VT,C,
XCV_05_VT_D,XCV_05,XCV,WV,E,1113,VT,D,
XCV_05_VT_E,XCV_05,XCV,WV,E,1113,VT,E,
XDS_01_VT_A,XDS_01,XDS,WV,E,1201,VT,A,
XDS_01_VT_B,XDS_01,XDS,WV,E,1201,VT,B,
XDS_01_VT_C,XDS_01,XDS,WV,E,1201,VT,C,
XDS_01_VT_D,XDS_01,XDS,WV,E,1201,VT,D,
XDS_01_VT_E,XDS_01,XDS,WV,E,1201,VT,E,
XDS_02_VT_A,XDS_02,XDS,WV,E,1191,VT,A,
XDS_02_VT_B,XDS_02,XDS,WV,E,1191,VT,B,
XDS_02_VT_C,XDS_02,XDS,WV,E,1191,VT,C,
XDS_02_VT_D,XDS_02,XDS,WV,E,1191,VT,D,
XDS_02_VT_E,XDS_02,XDS,WV,E,1191,VT,E,
XDS_03_VT_A,XDS_03,XDS,WV,E,1203,VT,A,
XDS_03_VT_B,XDS_03,XDS,WV,E,1203,VT,B,
XDS_03_VT_C,XDS_03,XDS,WV,E,1203,VT,C,
XDS_03_VT_D,XDS_03,XDS,WV,E,1203,VT,D,
XDS_03_VT_E,XDS_03,XDS,WV,E,1203,VT,E,
XDS_04_VT_A,XDS_04,XDS,WV,E,1213,VT,A,
XDS_04_VT_B,XDS_04,XDS,WV,E,1213,VT,B,
XDS_04_VT_C,XDS_04,XDS,WV,E,1213,VT,C,
XDS_04_VT_D,XDS_04,XDS,WV,E,1213,VT,D,
XDS_04_VT_E,XDS_04,XDS,WV,E,1213,VT,E,
XDS_05_VT_A,XDS_05,XDS,WV,E,1224,VT,A,
XDS_05_VT_B,XDS_05,XDS,WV,E,1224,VT,B,
XDS_05_VT_C,XDS_05,XDS,WV,E,1224,VT,C,
XDS_05_VT_D,XDS_05,XDS,WV,E,1224,VT,D,
XDS_05_VT_E,XDS_05,XDS,WV,E,1224,VT,E,
XDS_06_VT_A,XDS_06,XDS,WV,E,1210,VT,A,
XDS_06_VT_B,XDS_06,XDS,WV,E,1210,VT,B,
XDS_06_VT_C,XDS_06,XDS,WV,E,1210,VT,C,
XDS_06_VT_D,XDS_06,XDS,WV,E,1210,VT,D,
XDS_06_VT_E,XDS_06,XDS,WV,E,1210,VT,E,
XFS_01_VT_A,XFS_01,XFS,MD,E,825,VT,A,
XFS_01_VT_B,XFS_01,XFS,MD,E,825,VT,B,
XFS_01_VT_C,XFS_01,XFS,MD,E,825,VT,C,
XFS_01_VT_D,XFS_01,XFS,MD,E,825,VT,D,
XFS_01_VT_E,XFS_01,XFS,MD,E,825,VT,E,
XFS_02_VT_A,XFS_02,XFS,MD,E,827,VT,A,
XFS_02_VT_B,XFS_02,XFS,MD,E,827,VT,B,
XFS_02_VT_C,XFS_02,XFS,MD,E,827,VT,C,
XFS_02_VT_D,XFS_02,XFS,MD,E,827,VT,D,
XFS_02_VT_E,XFS_02,XFS,MD,E,827,VT,E,
XFS_03_VT_A,XFS_03,XFS,MD,E,820,VT,A,
XFS_03_VT_B,XFS_03,XFS,MD,E,820,VT,B,
XFS_03_VT_C,XFS_03,XFS,MD,E,820,VT,C,
XFS_03_VT_D,XFS_03,XFS,MD,E,820,VT,D,
XFS_03_VT_E,XFS_03,XFS,MD,E,820,VT,E,
XGL_02_VT_A,XGL_02,XGL,MD,E,815,VT,A,
XGL_02_VT_B,XGL_02,XGL,MD,E,815,VT,B,
XGL_02_VT_D,XGL_02,XGL,MD,E,815,VT,D,
XGL_02_VT_E,XGL_02,XGL,MD,E,815,VT,E,
XGL_03_VT_D,XGL_03,XGL,MD,E,815,VT,D,
XGL_03_VT_E,XGL_03,XGL,MD,E,815,VT,E,
XGL_04_VT_A,XGL_04,XGL,MD,E,815,VT,A,
XGL_04_VT_B,XGL_04,XGL,MD,E,815,VT,B,
XGL_04_VT_C,XGL_04,XGL,MD,E,815,VT,C,
XGL_04_VT_D,XGL_04,XGL,MD,E,815,VT,D,
XGL_05_VT_D,XGL_05,XGL,MD,E,809,VT,D,
XGL_05_VT_E,XGL_05,XGL,MD,E,809,VT,E,
XPK_01_VT_A,XPK_01,XPK,WV,E,1340,VT,A,
XPK_01_VT_B,XPK_01,XPK,WV,E,1340,VT,B,
XPK_01_VT_C,XPK_01,XPK,WV,E,1340,VT,C,
XPK_02_VT_A,XPK_02,XPK,WV,E,1364,VT,A,
XPK_02_VT_B,XPK_02,XPK,WV,E,1364,VT,B,
XPK_02_VT_C,XPK_02,XPK,WV,E,1364,VT,C,
XPK_02_VT_D,XPK_02,XPK,WV,E,1364,VT,D,
XPK_03_VT_A,XPK_03,XPK,WV,E,1309,VT,A,
XPK_03_VT_B,XPK_03,XPK,WV,E,1309,VT,B,
XPK_03_VT_C,XPK_03,XPK,WV,E,1309,VT,C,
XPK_03_VT_D,XPK_03,XPK,WV,E,1309,VT,D,
XPK_03_VT_E,XPK_03,XPK,WV,E,1309,VT,E,
XPK_04_VT_A,XPK_04,XPK,WV,E,1360,VT,A,
XPK_04_VT_B,XPK_04,XPK,WV,E,1360,VT,B,
XSK_01_VT_A,XSK_01,XSK,WV,E,1127,VT,A,
XSK_01_VT_B,XSK_01,XSK,WV,E,1127,VT,B,
XSK_01_VT_C,XSK_01,XSK,WV,E,1127,VT,C,
XSK_01_VT_D,XSK_01,XSK,WV,E,1127,VT,D,
XSK_01_VT_E,XSK_01,XSK,WV,E,1127,VT,E,
XSK_02_VT_A,XSK_02,XSK,WV,E,1101,VT,A,
XSK_02_VT_B,XSK_02,XSK,WV,E,1101,VT,B,
XSK_02_VT_C,XSK_02,XSK,WV,E,1101,VT,C,
XSK_02_VT_D,XSK_02,XSK,WV,E,1101,VT,D,
XSK_02_VT_E,XSK_02,XSK,WV,E,1101,VT,E,
XSK_05_VT_A,XSK_05,XSK,WV,E,919,VT,A,
XSK_05_VT_C,XSK_05,XSK,WV,E,919,VT,C,
XSK_05_VT_E,XSK_05,XSK,WV,E,919,VT,E,
XWS_03_VT_A,XWS_03,XWS,MD,E,787,VT,A,
XWS_03_VT_B,XWS_03,XWS,MD,E,787,VT,B,
XWS_03_VT_C,XWS_03,XWS,MD,E,787,VT,C,
XWS_03_VT_D,XWS_03,XWS,MD,E,787,VT,D,
XWS_03_VT_E,XWS_03,XWS,MD,E,787,VT,E,
XWS_05_VT_A,XWS_05,XWS,MD,E,788,VT,A,
XWS_05_VT_B,XWS_05,XWS,MD,E,788,VT,B,
XWS_05_VT_C,XWS_05,XWS,MD,E,788,VT,C,
XWS_05_VT_D,XWS_05,XWS,MD,E,788,VT,D,
XWS_05_VT_E,XWS_05,XWS,MD,E,788,VT,E,
XWS_06_VT_D,XWS_06,XWS,MD,E,788,VT,D,
XWS_06_VT_E,XWS_06,XWS,MD,E,788,VT,E,
YRB_01_VT_A,YRB_01,YRB,PA,M,493,VT,A,
YRB_01_VT_B,YRB_01,YRB,PA,M,493,VT,B,
YRB_01_VT_C,YRB_01,YRB,PA,M,493,VT,C,
YRB_01_VT_D,YRB_01,YRB,PA,M,493,VT,D,
YRB_01_VT_E,YRB_01,YRB,PA,M,493,VT,E,
YRB_02_VT_A,YRB_02,YRB,PA,M,489,VT,A,
YRB_02_VT_B,YRB_02,YRB,PA,M,489,VT,B,
YRB_02_VT_C,YRB_02,YRB,PA,M,489,VT,C,
YRB_02_VT_D,YRB_02,YRB,PA,M,489,VT,D,
YRB_02_VT_E,YRB_02,YRB,PA,M,489,VT,E,
YRB_03_VT_A,YRB_03,YRB,PA,M,490,VT,A,
YRB_03_VT_B,YRB_03,YRB,PA,M,490,VT,B,
YRB_03_VT_C,YRB_03,YRB,PA,M,490,VT,C,
YRB_03_VT_D,YRB_03,YRB,PA,M,490,VT,D,
YRB_03_VT_E,YRB_03,YRB,PA,M,490,VT,E,
YRB_04_VT_A,YRB_04,YRB,PA,M,490,VT,A,
YRB_04_VT_B,YRB_04,YRB,PA,M,490,VT,B,
YRB_04_VT_C,YRB_04,YRB,PA,M,490,VT,C,
YRB_04_VT_D,YRB_04,YRB,PA,M,490,VT,D,
YRB_04_VT_E,YRB_04,YRB,PA,M,490,VT,E,
YRB_05_VT_A,YRB_05,YRB,PA,M,493,VT,A,
YRB_05_VT_B,YRB_05,YRB,PA,M,493,VT,B,
YRB_05_VT_C,YRB_05,YRB,PA,M,493,VT,C,
YRB_05_VT_D,YRB_05,YRB,PA,M,493,VT,D,
YRB_05_VT_E,YRB_05,YRB,PA,M,493,VT,E,
AB_05_MD_A,AB_05,AB,TN,E,1812,MD,A,
AB_05_MD_B,AB_05,AB,TN,E,1812,MD,B,
AB_05_MD_C,AB_05,AB,TN,E,1812,MD,C,
AB_05_MD_D,AB_05,AB,TN,E,1812,MD,D,
AB_05_MD_E,AB_05,AB,TN,E,1812,MD,E,
AB_08_MD_A,AB_08,AB,TN,E,1785,MD,A,
AB_08_MD_B,AB_08,AB,TN,E,1785,MD,B,
AB_08_MD_C,AB_08,AB,TN,E,1785,MD,C,
AB_08_MD_D,AB_08,AB,TN,E,1785,MD,D,
AB_08_MD_E,AB_08,AB,TN,E,1785,MD,E,
AB_12_MD_A,AB_12,AB,TN,E,1750,MD,A,
AB_12_MD_B,AB_12,AB,TN,E,1750,MD,B,
AB_12_MD_C,AB_12,AB,TN,E,1750,MD,C,
AB_12_MD_D,AB_12,AB,TN,E,1750,MD,D,
AB_12_MD_E,AB_12,AB,TN,E,1750,MD,E,
AB_16_MD_A,AB_16,AB,TN,E,1738,MD,A,
AB_16_MD_B,AB_16,AB,TN,E,1738,MD,B,
AB_16_MD_C,AB_16,AB,TN,E,1738,MD,C,
AB_16_MD_D,AB_16,AB,TN,E,1738,MD,D,
AB_16_MD_E,AB_16,AB,TN,E,1738,MD,E,
AB_18_MD_A,AB_18,AB,TN,E,1769,MD,A,
AB_18_MD_B,AB_18,AB,TN,E,1769,MD,B,
AB_18_MD_C,AB_18,AB,TN,E,1769,MD,C,
AB_18_MD_E,AB_18,AB,TN,E,1769,MD,E,
ALB_01_MD_A,ALB_01,ALB,ME,C,455,MD,A,
ALB_01_MD_B,ALB_01,ALB,ME,C,455,MD,B,
ALB_01_MD_C,ALB_01,ALB,ME,C,455,MD,C,
ALB_01_MD_D,ALB_01,ALB,ME,C,455,MD,D,
ALB_01_MD_E,ALB_01,ALB,ME,C,455,MD,E,
ALB_02_MD_A,ALB_02,ALB,ME,C,524,MD,A,
ALB_02_MD_B,ALB_02,ALB,ME,C,524,MD,B,
ALB_02_MD_C,ALB_02,ALB,ME,C,524,MD,C,
ALB_02_MD_D,ALB_02,ALB,ME,C,524,MD,D,
ALB_02_MD_E,ALB_02,ALB,ME,C,524,MD,E,
ALB_03_MD_A,ALB_03,ALB,ME,C,523,MD,A,
ALB_03_MD_B,ALB_03,ALB,ME,C,523,MD,B,
ALB_03_MD_C,ALB_03,ALB,ME,C,523,MD,C,
ALB_03_MD_D,ALB_03,ALB,ME,C,523,MD,D,
ALB_03_MD_E,ALB_03,ALB,ME,C,523,MD,E,
ALB_05_MD_A,ALB_05,ALB,ME,C,573,MD,A,
ALB_05_MD_B,ALB_05,ALB,ME,C,573,MD,B,
ALB_05_MD_C,ALB_05,ALB,ME,C,573,MD,C,
