plant_ID,Family,Population,Location,Region,Elevation,Garden,Bed,Trait
KOS_01_MD_A,KOS_01,KOS,WV,E,1356,MD,A,
KOS_01_MD_B,KOS_01,KOS,WV,E,1356,MD,B,
KOS_01_MD_C,KOS_01,KOS,WV,E,1356,MD,C,
KOS_01_MD_D,KOS_01,KOS,WV,E,1356,MD,D,
KOS_01_MD_E,KOS_01,KOS,WV,E,1356,MD,E,
KOS_02_MD_A,KOS_02,KOS,WV,E,1419,MD,A,
KOS_02_MD_B,KOS_02,KOS,WV,E,1419,MD,B,
KOS_02_MD_C,KOS_02,KOS,WV,E,1419,MD,C,
KOS_02_MD_D,KOS_02,KOS,WV,E,1419,MD,D,
KOS_02_MD_E,KOS_02,KOS,WV,E,1419,MD,E,
KOS_03_MD_A,KOS_03,KOS,WV,E,1428,MD,A,
KOS_03_MD_B,KOS_03,KOS,WV,E,1428,MD,B,
KOS_03_MD_C,KOS_03,KOS,WV,E,1428,MD,C,
KOS_03_MD_D,KOS_03,KOS,WV,E,1428,MD,D,
KOS_03_MD_E,KOS_03,KOS,WV,E,1428,MD,E,
KOS_04_MD_A,KOS_04,KOS,WV,E,1479,MD,A,
KOS_04_MD_B,KOS_04,KOS,WV,E,1479,MD,B,
KOS_04_MD_C,KOS_04,KOS,WV,E,1479,MD,C,
KOS_04_MD_D,KOS_04,KOS,WV,E,1479,MD,D,
KOS_04_MD_E,KOS_04,KOS,WV,E,1479,MD,E,
KOS_05_MD_D,KOS_05,KOS,WV,E,1488,MD,D,
KOS_05_MD_E,KOS_05,KOS,WV,E,1488,MD,E,
KOS_07_MD_A,KOS_07,KOS,WV,E,1485,MD,A,
KOS_07_MD_C,KOS_07,KOS,WV,E,1485,MD,C,
KOS_07_MD_D,KOS_07,KOS,WV,E,1485,MD,D,
KOS_07_MD_E,KOS_07,KOS,WV,E,1485,MD,E,
LEU_01_MD_A,LEU_01,LEU,ME,C,668,MD,A,
LEU_01_MD_B,LEU_01,LEU,ME,C,668,MD,B,
LEU_01_MD_C,LEU_01,LEU,ME,C,668,MD,C,
LEU_01_MD_D,LEU_01,LEU,ME,C,668,MD,D,
LEU_01_MD_E,LEU_01,LEU,ME,C,668,MD,E,
LEU_02_MD_A,LEU_02,LEU,ME,C,629,MD,A,
LEU_02_MD_B,LEU_02,LEU,ME,C,629,MD,B,
LEU_02_MD_C,LEU_02,LEU,ME,C,629,MD,C,
LEU_02_MD_D,LEU_02,LEU,ME,C,629,MD,D,
LEU_02_MD_E,LEU_02,LEU,ME,C,629,MD,E,
LEU_03_MD_A,LEU_03,LEU,ME,C,741,MD,A,
LEU_03_MD_B,LEU_03,LEU,ME,C,741,MD,B,
LEU_03_MD_C,LEU_03,LEU,ME,C,741,MD,C,
LEU_03_MD_D,LEU_03,LEU,ME,C,741,MD,D,
LEU_03_MD_E,LEU_03,LEU,ME,C,741,MD,E,
LEU_04_MD_A,LEU_04,LEU,ME,C,752,MD,A,
LEU_04_MD_B,LEU_04,LEU,ME,C,752,MD,B,
LEU_04_MD_C,LEU_04,LEU,ME,C,752,MD,C,
LEU_04_MD_D,LEU_04,LEU,ME,C,752,MD,D,
LEU_04_MD_E,LEU_04,LEU,ME,C,752,MD,E,
LEU_05_MD_A,LEU_05,LEU,ME,C,588,MD,A,
LEU_05_MD_B,LEU_05,LEU,ME,C,588,MD,B,
LEU_05_MD_C,LEU_05,LEU,ME,C,588,MD,C,
LEU_05_MD_D,LEU_05,LEU,ME,C,588,MD,D,
LEU_05_MD_E,LEU_05,LEU,ME,C,588,MD,E,
LOL_01_MD_A,LOL_01,LOL,NH,C,865,MD,A,
LOL_01_MD_B,LOL_01,LOL,NH,C,865,MD,B,
LOL_01_MD_C,LOL_01,LOL,NH,C,865,MD,C,
LOL_01_MD_D,LOL_01,LOL,NH,C,865,MD,D,
LOL_01_MD_E,LOL_01,LOL,NH,C,865,MD,E,
LOL_02_MD_A,LOL_02,LOL,NH,C,957,MD,A,
LOL_02_MD_B,LOL_02,LOL,NH,C,957,MD,B,
LOL_02_MD_C,LOL_02,LOL,NH,C,957,MD,C,
LOL_02_MD_D,LOL_02,LOL,NH,C,957,MD,D,
LOL_02_MD_E,LOL_02,LOL,NH,C,957,MD,E,
LOL_03_MD_A,LOL_03,LOL,NH,C,950,MD,A,
LOL_03_MD_B,LOL_03,LOL,NH,C,950,MD,B,
LOL_03_MD_C,LOL_03,LOL,NH,C,950,MD,C,
LOL_03_MD_D,LOL_03,LOL,NH,C,950,MD,D,
LOL_03_MD_E,LOL_03,LOL,NH,C,950,MD,E,
LOL_04_MD_A,LOL_04,LOL,NH,C,1154,MD,A,
LOL_04_MD_B,LOL_04,LOL,NH,C,1154,MD,B,
LOL_04_MD_C,LOL_04,LOL,NH,C,1154,MD,C,
LOL_04_MD_D,LOL_04,LOL,NH,C,1154,MD,D,
LOL_04_MD_E,LOL_04,LOL,NH,C,1154,MD,E,
LOL_05_MD_A,LOL_05,LOL,NH,C,1137,MD,A,
LOL_05_MD_B,LOL_05,LOL,NH,C,1137,MD,B,
LOL_05_MD_C,LOL_05,LOL,NH,C,1137,MD,C,
LOL_05_MD_D,LOL_05,LOL,NH,C,1137,MD,D,
LOL_05_MD_E,LOL_05,LOL,NH,C,1137,MD,E,
MAC_01_MD_A,MAC_01,MAC,NY,C,1317,MD,A,
MAC_01_MD_B,MAC_01,MAC,NY,C,1317,MD,B,
MAC_01_MD_C,MAC_01,MAC,NY,C,1317,MD,C,
MAC_01_MD_D,MAC_01,MAC,NY,C,1317,MD,D,
MAC_01_MD_E,MAC_01,MAC,NY,C,1317,MD,E,
MAC_02_MD_A,MAC_02,MAC,NY,C,1172,MD,A,
MAC_02_MD_B,MAC_02,MAC,NY,C,1172,MD,B,
MAC_02_MD_C,MAC_02,MAC,NY,C,1172,MD,C,
MAC_02_MD_D,MAC_02,MAC,NY,C,1172,MD,D,
MAC_02_MD_E,MAC_02,MAC,NY,C,1172,MD,E,
MAC_03_MD_A,MAC_03,MAC,NY,C,1036,MD,A,
MAC_03_MD_B,MAC_03,MAC,NY,C,1036,MD,B,
MAC_03_MD_C,MAC_03,MAC,NY,C,1036,MD,C,
MAC_03_MD_D,MAC_03,MAC,NY,C,1036,MD,D,
MAC_03_MD_E,MAC_03,MAC,NY,C,1036,MD,E,
MAC_04_MD_A,MAC_04,MAC,NY,C,1014,MD,A,
MAC_04_MD_B,MAC_04,MAC,NY,C,1014,MD,B,
MAC_04_MD_C,MAC_04,MAC,NY,C,1014,MD,C,
MAC_04_MD_D,MAC_04,MAC,NY,C,1014,MD,D,
MAC_04_MD_E,MAC_04,MAC,NY,C,1014,MD,E,
MAC_05_MD_A,MAC_05,MAC,NY,C,969,MD,A,
MAC_05_MD_B,MAC_05,MAC,NY,C,969,MD,B,
MAC_05_MD_C,MAC_05,MAC,NY,C,969,MD,C,
MAC_05_MD_D,MAC_05,MAC,NY,C,969,MD,D,
MAC_05_MD_E,MAC_05,MAC,NY,C,969,MD,E,
MMF_06_MD_A,MMF_06,MMF,VT,C,887,MD,A,
MMF_06_MD_B,MMF_06,MMF,VT,C,887,MD,B,
MMF_06_MD_C,MMF_06,MMF,VT,C,887,MD,C,
MMF_06_MD_D,MMF_06,MMF,VT,C,887,MD,D,
MMF_06_MD_E,MMF_06,MMF,VT,C,887,MD,E,
MMF_13_MD_A,MMF_13,MMF,VT,C,737,MD,A,
MMF_13_MD_B,MMF_13,MMF,VT,C,737,MD,B,
MMF_13_MD_C,MMF_13,MMF,VT,C,737,MD,C,
MMF_13_MD_D,MMF_13,MMF,VT,C,737,MD,D,
MMF_13_MD_E,MMF_13,MMF,VT,C,737,MD,E,
MMF_19_MD_A,MMF_19,MMF,VT,C,710,MD,A,
MMF_19_MD_B,MMF_19,MMF,VT,C,710,MD,B,
MMF_19_MD_C,MMF_19,MMF,VT,C,710,MD,C,
MMF_19_MD_D,MMF_19,MMF,VT,C,710,MD,D,
MMF_19_MD_E,MMF_19,MMF,VT,C,710,MD,E,
MMF_24_MD_A,MMF_24,MMF,VT,C,737,MD,A,
MMF_24_MD_B,MMF_24,MMF,VT,C,737,MD,B,
MMF_24_MD_C,MMF_24,MMF,VT,C,737,MD,C,
MMF_24_MD_D,MMF_24,MMF,VT,C,737,MD,D,
MMF_24_MD_E,MMF_24,MMF,VT,C,737,MD,E,
MMF_25_MD_A,MMF_25,MMF,VT,C,749,MD,A,
MMF_25_MD_B,MMF_25,MMF,VT,C,749,MD,B,
MMF_25_MD_C,MMF_25,MMF,VT,C,749,MD,C,
MMF_25_MD_D,MMF_25,MMF,VT,C,749,MD,D,
MMF_25_MD_E,MMF_25,MMF,VT,C,749,MD,E,
MMF_29_MD_A,MMF_29,MMF,VT,C,780,MD,A,
MMF_29_MD_B,MMF_29,MMF,VT,C,780,MD,B,
MMF_29_MD_C,MMF_29,MMF,VT,C,780,MD,C,
MMF_29_MD_D,MMF_29,MMF,VT,C,780,MD,D,
MMF_29_MD_E,MMF_29,MMF,VT,C,780,MD,E,
MMF_32_MD_B,MMF_32,MMF,VT,C,854,MD,B,
MMF_32_MD_C,MMF_32,MMF,VT,C,854,MD,C,
MMF_32_MD_D,MMF_32,MMF,VT,C,854,MD,D,
MMF_32_MD_E,MMF_32,MMF,VT,C,854,MD,E,
MMF_35_MD_A,MMF_35,MMF,VT,C,853,MD,A,
MMF_35_MD_B,MMF_35,MMF,VT,C,853,MD,B,
MMF_35_MD_C,MMF_35,MMF,VT,C,853,MD,C,
MMF_35_MD_D,MMF_35,MMF,VT,C,853,MD,D,
MMF_35_MD_E,MMF_35,MMF,VT,C,853,MD,E,
MPG_01_MD_A,MPG_01,MPG,VT,C,826,MD,A,
MPG_01_MD_B,MPG_01,MPG,VT,C,826,MD,B,
MPG_01_MD_C,MPG_01,MPG,VT,C,826,MD,C,
MPG_01_MD_D,MPG_01,MPG,VT,C,826,MD,D,
MPG_01_MD_E,MPG_01,MPG,VT,C,826,MD,E,
MPG_02_MD_A,MPG_02,MPG,VT,C,820,MD,A,
MPG_02_MD_B,MPG_02,MPG,VT,C,820,MD,B,
MPG_02_MD_C,MPG_02,MPG,VT,C,820,MD,C,
MPG_02_MD_D,MPG_02,MPG,VT,C,820,MD,D,
MPG_02_MD_E,MPG_02,MPG,VT,C,820,MD,E,
MPG_03_MD_A,MPG_03,MPG,VT,C,830,MD,A,
MPG_03_MD_B,MPG_03,MPG,VT,C,830,MD,B,
MPG_03_MD_C,MPG_03,MPG,VT,C,830,MD,C,
MPG_03_MD_D,MPG_03,MPG,VT,C,830,MD,D,
MPG_03_MD_E,MPG_03,MPG,VT,C,830,MD,E,
MPG_04_MD_D,MPG_04,MPG,VT,C,820,MD,D,
MPG_04_MD_E,MPG_04,MPG,VT,C,820,MD,E,
MPG_05_MD_A,MPG_05,MPG,VT,C,824,MD,A,
MPG_05_MD_B,MPG_05,MPG,VT,C,824,MD,B,
MPG_05_MD_C,MPG_05,MPG,VT,C,824,MD,C,
MPG_05_MD_D,MPG_05,MPG,VT,C,824,MD,D,
MPG_05_MD_E,MPG_05,MPG,VT,C,824,MD,E,
MPG_06_MD_A,MPG_06,MPG,VT,C,822,MD,A,
MPG_06_MD_B,MPG_06,MPG,VT,C,822,MD,B,
MPG_06_MD_C,MPG_06,MPG,VT,C,822,MD,C,
MPG_06_MD_D,MPG_06,MPG,VT,C,822,MD,D,
MPG_06_MD_E,MPG_06,MPG,VT,C,822,MD,E,
MRC_02_MD_A,MRC_02,MRC,VA,E,1600,MD,A,
MRC_02_MD_B,MRC_02,MRC,VA,E,1600,MD,B,
MRC_02_MD_C,MRC_02,MRC,VA,E,1600,MD,C,
MRC_02_MD_D,MRC_02,MRC,VA,E,1600,MD,D,
MRC_02_MD_E,MRC_02,MRC,VA,E,1600,MD,E,
MRC_07_MD_A,MRC_07,MRC,VA,E,1569,MD,A,
MRC_07_MD_C,MRC_07,MRC,VA,E,1569,MD,C,
MRC_07_MD_D,MRC_07,MRC,VA,E,1569,MD,D,
MRC_07_MD_E,MRC_07,MRC,VA,E,1569,MD,E,
MRC_08_MD_A,MRC_08,MRC,VA,E,1554,MD,A,
MRC_08_MD_B,MRC_08,MRC,VA,E,1554,MD,B,
MRC_08_MD_C,MRC_08,MRC,VA,E,1554,MD,C,
MRC_08_MD_D,MRC_08,MRC,VA,E,1554,MD,D,
MRC_08_MD_E,MRC_08,MRC,VA,E,1554,MD,E,
MRC_16_MD_A,MRC_16,MRC,VA,E,1616,MD,A,
MRC_16_MD_B,MRC_16,MRC,VA,E,1616,MD,B,
MRC_16_MD_C,MRC_16,MRC,VA,E,1616,MD,C,
MRC_16_MD_D,MRC_16,MRC,VA,E,1616,MD,D,
MRC_16_MD_E,MRC_16,MRC,VA,E,1616,MD,E,
MRC_18_MD_A,MRC_18,MRC,VA,E,1645,MD,A,
MRC_18_MD_B,MRC_18,MRC,VA,E,1645,MD,B,
MRC_18_MD_C,MRC_18,MRC,VA,E,1645,MD,C,
MRC_18_MD_D,MRC_18,MRC,VA,E,1645,MD,D,
MRC_18_MD_E,MRC_18,MRC,VA,E,1645,MD,E,
MSK_01_MD_A,MSK_01,MSK,NH,C,1197,MD,A,
MSK_01_MD_B,MSK_01,MSK,NH,C,1197,MD,B,
MSK_01_MD_C,MSK_01,MSK,NH,C,1197,MD,C,
MSK_01_MD_D,MSK_01,MSK,NH,C,1197,MD,D,
MSK_01_MD_E,MSK_01,MSK,NH,C,1197,MD,E,
MSK_02_MD_A,MSK_02,MSK,NH,C,1226,MD,A,
MSK_02_MD_B,MSK_02,MSK,NH,C,1226,MD,B,
MSK_02_MD_C,MSK_02,MSK,NH,C,1226,MD,C,
MSK_02_MD_D,MSK_02,MSK,NH,C,1226,MD,D,
MSK_03_MD_A,MSK_03,MSK,NH,C,1158,MD,A,
MSK_03_MD_B,MSK_03,MSK,NH,C,1158,MD,B,
MSK_03_MD_C,MSK_03,MSK,NH,C,1158,MD,C,
MSK_03_MD_D,MSK_03,MSK,NH,C,1158,MD,D,
MSK_03_MD_E,MSK_03,MSK,NH,C,1158,MD,E,
MSK_04_MD_A,MSK_04,MSK,NH,C,850,MD,A,
MSK_04_MD_D,MSK_04,MSK,NH,C,850,MD,D,
MSK_04_MD_E,MSK_04,MSK,NH,C,850,MD,E,
MT_01_MD_A,MT_01,MT,NC,E,1711,MD,A,
MT_01_MD_B,MT_01,MT,NC,E,1711,MD,B,
MT_01_MD_C,MT_01,MT,NC,E,1711,MD,C,
MT_01_MD_D,MT_01,MT,NC,E,1711,MD,D,
MT_01_MD_E,MT_01,MT,NC,E,1711,MD,E,
MT_04_MD_A,MT_04,MT,NC,E,1678,MD,A,
MT_04_MD_B,MT_04,MT,NC,E,1678,MD,B,
MT_04_MD_C,MT_04,MT,NC,E,1678,MD,C,
MT_04_MD_D,MT_04,MT,NC,E,1678,MD,D,
MT_04_MD_E,MT_04,MT,NC,E,1678,MD,E,
MT_05_MD_A,MT_05,MT,NC,E,1649,MD,A,
MT_05_MD_B,MT_05,MT,NC,E,1649,MD,B,
MT_05_MD_C,MT_05,MT,NC,E,1649,MD,C,
MT_05_MD_D,MT_05,MT,NC,E,1649,MD,D,
MT_05_MD_E,MT_05,MT,NC,E,1649,MD,E,
MT_07_MD_A,MT_07,MT,NC,E,1470,MD,A,
MT_07_MD_B,MT_07,MT,NC,E,1470,MD,B,
MT_07_MD_C,MT_07,MT,NC,E,1470,MD,C,
MT_07_MD_D,MT_07,MT,NC,E,1470,MD,D,
MT_07_MD_E,MT_07,MT,NC,E,1470,MD,E,
MT_08_MD_A,MT_08,MT,NC,E,1420,MD,A,
MT_08_MD_B,MT_08,MT,NC,E,1420,MD,B,
MT_08_MD_C,MT_08,MT,NC,E,1420,MD,C,
MT_08_MD_D,MT_08,MT,NC,E,1420,MD,D,
MT_08_MD_E,MT_08,MT,NC,E,1420,MD,E,
MT_09_MD_A,MT_09,MT,NC,E,1533,MD,A,
MT_09_MD_B,MT_09,MT,NC,E,1533,MD,B,
MT_09_MD_C,MT_09,MT,NC,E,1533,MD,C,
MT_09_MD_D,MT_09,MT,NC,E,1533,MD,D,
MT_09_MD_E,MT_09,MT,NC,E,1533,MD,E,
MT_10_MD_A,MT_10,MT,NC,E,1525,MD,A,
MT_10_MD_B,MT_10,MT,NC,E,1525,MD,B,
MT_10_MD_C,MT_10,MT,NC,E,1525,MD,C,
MT_10_MD_D,MT_10,MT,NC,E,1525,MD,D,
MT_10_MD_E,MT_10,MT,NC,E,1525,MD,E,
MT_12_MD_A,MT_12,MT,NC,E,1701,MD,A,
MT_12_MD_B,MT_12,MT,NC,E,1701,MD,B,
MT_12_MD_C,MT_12,MT,NC,E,1701,MD,C,
MT_12_MD_D,MT_12,MT,NC,E,1701,MD,D,
MT_12_MD_E,MT_12,MT,NC,E,1701,MD,E,
NBTIC_543_MD_A,NBTIC_543,NBTIC,NB,C,NA,MD,A,
NBTIC_543_MD_B,NBTIC_543,NBTIC,NB,C,NA,MD,B,
NBTIC_543_MD_C,NBTIC_543,NBTIC,NB,C,NA,MD,C,
NBTIC_543_MD_D,NBTIC_543,NBTIC,NB,C,NA,MD,D,
NBTIC_543_MD_E,NBTIC_543,NBTIC,NB,C,NA,MD,E,
NBTIC_552_MD_A,NBTIC_552,NBTIC,NB,C,NA,MD,A,
NBTIC_552_MD_B,NBTIC_552,NBTIC,NB,C,NA,MD,B,
NBTIC_552_MD_C,NBTIC_552,NBTIC,NB,C,NA,MD,C,
NBTIC_552_MD_D,NBTIC_552,NBTIC,NB,C,NA,MD,D,
NBTIC_552_MD_E,NBTIC_552,NBTIC,NB,C,NA,MD,E,
NBTIC_565_MD_A,NBTIC_565,NBTIC,NB,C,NA,MD,A,
NBTIC_565_MD_B,NBTIC_565,NBTIC,NB,C,NA,MD,B,
NBTIC_565_MD_C,NBTIC_565,NBTIC,NB,C,NA,MD,C,
NBTIC_565_MD_D,NBTIC_565,NBTIC,NB,C,NA,MD,D,
NBTIC_565_MD_E,NBTIC_565,NBTIC,NB,C,NA,MD,E,
NBTIC_623_MD_B,NBTIC_623,NBTIC,NB,C,585,MD,B,
NBTIC_623_MD_C,NBTIC_623,NBTIC,NB,C,585,MD,C,
NBTIC_623_MD_D,NBTIC_623,NBTIC,NB,C,585,MD,D,
NBTIC_623_MD_E,NBTIC_623,NBTIC,NB,C,585,MD,E,
NBTIC_624_MD_A,NBTIC_624,NBTIC,NB,C,682,MD,A,
NBTIC_624_MD_B,NBTIC_624,NBTIC,NB,C,682,MD,B,
NBTIC_624_MD_C,NBTIC_624,NBTIC,NB,C,682,MD,C,
NBTIC_624_MD_D,NBTIC_624,NBTIC,NB,C,682,MD,D,
NBTIC_624_MD_E,NBTIC_624,NBTIC,NB,C,682,MD,E,
NBTIC_627_MD_A,NBTIC_627,NBTIC,NB,C,464,MD,A,
NBTIC_627_MD_B,NBTIC_627,NBTIC,NB,C,464,MD,B,
NBTIC_627_MD_C,NBTIC_627,NBTIC,NB,C,464,MD,C,
NBTIC_627_MD_D,NBTIC_627,NBTIC,NB,C,464,MD,D,
NBTIC_627_MD_E,NBTIC_627,NBTIC,NB,C,464,MD,E,
NOR_01_MD_A,NOR_01,NOR,NY,C,919,MD,A,
NOR_01_MD_B,NOR_01,NOR,NY,C,919,MD,B,
NOR_01_MD_C,NOR_01,NOR,NY,C,919,MD,C,
NOR_01_MD_D,NOR_01,NOR,NY,C,919,MD,D,
NOR_01_MD_E,NOR_01,NOR,NY,C,919,MD,E,
NOR_02_MD_A,NOR_02,NOR,NY,C,923,MD,A,
NOR_02_MD_B,NOR_02,NOR,NY,C,923,MD,B,
NOR_02_MD_C,NOR_02,NOR,NY,C,923,MD,C,
NOR_02_MD_D,NOR_02,NOR,NY,C,923,MD,D,
NOR_02_MD_E,NOR_02,NOR,NY,C,923,MD,E,
NOR_03_MD_A,NOR_03,NOR,NY,C,935,MD,A,
NOR_03_MD_B,NOR_03,NOR,NY,C,935,MD,B,
NOR_03_MD_C,NOR_03,NOR,NY,C,935,MD,C,
NOR_03_MD_D,NOR_03,NOR,NY,C,935,MD,D,
NOR_03_MD_E,NOR_03,NOR,NY,C,935,MD,E,
NOR_04_MD_A,NOR_04,NOR,NY,C,937,MD,A,
NOR_04_MD_B,NOR_04,NOR,NY,C,937,MD,B,
NOR_04_MD_C,NOR_04,NOR,NY,C,937,MD,C,
NOR_04_MD_D,NOR_04,NOR,NY,C,937,MD,D,
NOR_04_MD_E,NOR_04,NOR,NY,C,937,MD,E,
NOR_05_MD_A,NOR_05,NOR,NY,C,961,MD,A,
NOR_05_MD_B,NOR_05,NOR,NY,C,961,MD,B,
NOR_05_MD_C,NOR_05,NOR,NY,C,961,MD,C,
NOR_05_MD_D,NOR_05,NOR,NY,C,961,MD,D,
NOR_05_MD_E,NOR_05,NOR,NY,C,961,MD,E,
NOR_06_MD_A,NOR_06,NOR,NY,C,962,MD,A,
NOR_06_MD_B,NOR_06,NOR,NY,C,962,MD,B,
NOR_06_MD_C,NOR_06,NOR,NY,C,962,MD,C,
NOR_06_MD_D,NOR_06,NOR,NY,C,962,MD,D,
NOR_06_MD_E,NOR_06,NOR,NY,C,962,MD,E,
OCT_01_MD_A,OCT_01,OCT,MA,C,582,MD,A,
OCT_01_MD_B,OCT_01,OCT,MA,C,582,MD,B,
OCT_01_MD_C,OCT_01,OCT,MA,C,582,MD,C,
OCT_01_MD_D,OCT_01,OCT,MA,C,582,MD,D,
OCT_01_MD_E,OCT_01,OCT,MA,C,582,MD,E,
OCT_02_MD_A,OCT_02,OCT,MA,C,576,MD,A,
OCT_02_MD_B,OCT_02,OCT,MA,C,576,MD,B,
OCT_02_MD_C,OCT_02,OCT,MA,C,576,MD,C,
OCT_02_MD_D,OCT_02,OCT,MA,C,576,MD,D,
OCT_02_MD_E,OCT_02,OCT,MA,C,576,MD,E,
OCT_03_MD_A,OCT_03,OCT,MA,C,571,MD,A,
OCT_03_MD_B,OCT_03,OCT,MA,C,571,MD,B,
OCT_03_MD_C,OCT_03,OCT,MA,C,571,MD,C,
OCT_03_MD_D,OCT_03,OCT,MA,C,571,MD,D,
OCT_03_MD_E,OCT_03,OCT,MA,C,571,MD,E,
OCT_04_MD_A,OCT_04,OCT,MA,C,549,MD,A,
OCT_04_MD_B,OCT_04,OCT,MA,C,549,MD,B,
OCT_04_MD_C,OCT_04,OCT,MA,C,549,MD,C,
OCT_04_MD_D,OCT_04,OCT,MA,C,549,MD,D,
OCT_04_MD_E,OCT_04,OCT,MA,C,549,MD,E,
OCT_06_MD_A,OCT_06,OCT,MA,C,586,MD,A,
OCT_06_MD_B,OCT_06,OCT,MA,C,586,MD,B,
OCT_06_MD_C,OCT_06,OCT,MA,C,586,MD,C,
OCT_06_MD_D,OCT_06,OCT,MA,C,586,MD,D,
OCT_06_MD_E,OCT_06,OCT,MA,C,586,MD,E,
OCT_08_MD_A,OCT_08,OCT,MA,C,592,MD,A,
OCT_08_MD_B,OCT_08,OCT,MA,C,592,MD,B,
OCT_08_MD_C,OCT_08,OCT,MA,C,592,MD,C,
OCT_08_MD_D,OCT_08,OCT,MA,C,592,MD,D,
OCT_08_MD_E,OCT_08,OCT,MA,C,592,MD,E,
OKE_01_MD_A,OKE_01,OKE,VT,C,812,MD,A,
OKE_01_MD_B,OKE_01,OKE,VT,C,812,MD,B,
OKE_01_MD_C,OKE_01,OKE,VT,C,812,MD,C,
OKE_01_MD_D,OKE_01,OKE,VT,C,812,MD,D,
OKE_01_MD_E,OKE_01,OKE,VT,C,812,MD,E,
OKE_02_MD_A,OKE_02,OKE,VT,C,910,MD,A,
OKE_02_MD_B,OKE_02,OKE,VT,C,910,MD,B,
OKE_02_MD_C,OKE_02,OKE,VT,C,910,MD,C,
OKE_02_MD_D,OKE_02,OKE,VT,C,910,MD,D,
OKE_02_MD_E,OKE_02,OKE,VT,C,910,MD,E,
OKE_03_MD_A,OKE_03,OKE,VT,C,935,MD,A,
OKE_03_MD_B,OKE_03,OKE,VT,C,935,MD,B,
OKE_03_MD_C,OKE_03,OKE,VT,C,935,MD,C,
OKE_03_MD_D,OKE_03,OKE,VT,C,935,MD,D,
OKE_03_MD_E,OKE_03,OKE,VT,C,935,MD,E,
OKE_04_MD_A,OKE_04,OKE,VT,C,1020,MD,A,
OKE_04_MD_B,OKE_04,OKE,VT,C,1020,MD,B,
OKE_04_MD_C,OKE_04,OKE,VT,C,1020,MD,C,
OKE_04_MD_D,OKE_04,OKE,VT,C,1020,MD,D,
OKE_04_MD_E,OKE_04,OKE,VT,C,1020,MD,E,
OKE_05_MD_A,OKE_05,OKE,VT,C,1020,MD,A,
OKE_05_MD_B,OKE_05,OKE,VT,C,1020,MD,B,
OKE_05_MD_C,OKE_05,OKE,VT,C,1020,MD,C,
OKE_05_MD_E,OKE_05,OKE,VT,C,1020,MD,E,
OKE_06_MD_A,OKE_06,OKE,VT,C,953,MD,A,
OKE_06_MD_B,OKE_06,OKE,VT,C,953,MD,B,
OKE_06_MD_C,OKE_06,OKE,VT,C,953,MD,C,
OKE_06_MD_D,OKE_06,OKE,VT,C,953,MD,D,
OKE_06_MD_E,OKE_06,OKE,VT,C,953,MD,E,
OWL_01_MD_A,OWL_01,OWL,NH,C,580,MD,A,
OWL_01_MD_B,OWL_01,OWL,NH,C,580,MD,B,
OWL_01_MD_C,OWL_01,OWL,NH,C,580,MD,C,
OWL_01_MD_D,OWL_01,OWL,NH,C,580,MD,D,
OWL_01_MD_E,OWL_01,OWL,NH,C,580,MD,E,
OWL_02_MD_A,OWL_02,OWL,NH,C,581,MD,A,
OWL_02_MD_B,OWL_02,OWL,NH,C,581,MD,B,
OWL_02_MD_C,OWL_02,OWL,NH,C,581,MD,C,
OWL_02_MD_D,OWL_02,OWL,NH,C,581,MD,D,
OWL_02_MD_E,OWL_02,OWL,NH,C,581,MD,E,
OWL_03_MD_A,OWL_03,OWL,NH,C,584,MD,A,
OWL_03_MD_B,OWL_03,OWL,NH,C,584,MD,B,
OWL_03_MD_C,OWL_03,OWL,NH,C,584,MD,C,
OWL_03_MD_D,OWL_03,OWL,NH,C,584,MD,D,
OWL_03_MD_E,OWL_03,OWL,NH,C,584,MD,E,
OWL_04_MD_A,OWL_04,OWL,NH,C,589,MD,A,
OWL_04_MD_B,OWL_04,OWL,NH,C,589,MD,B,
OWL_04_MD_C,OWL_04,OWL,NH,C,589,MD,C,
OWL_04_MD_D,OWL_04,OWL,NH,C,589,MD,D,
OWL_04_MD_E,OWL_04,OWL,NH,C,589,MD,E,
PRK_01_MD_A,PRK_01,PRK,WV,E,1440,MD,A,
PRK_01_MD_B,PRK_01,PRK,WV,E,1440,MD,B,
PRK_01_MD_C,PRK_01,PRK,WV,E,1440,MD,C,
PRK_01_MD_D,PRK_01,PRK,WV,E,1440,MD,D,
PRK_01_MD_E,PRK_01,PRK,WV,E,1440,MD,E,
PRK_02_MD_A,PRK_02,PRK,WV,E,1398,MD,A,
PRK_02_MD_B,PRK_02,PRK,WV,E,1398,MD,B,
PRK_02_MD_C,PRK_02,PRK,WV,E,1398,MD,C,
PRK_02_MD_D,PRK_02,PRK,WV,E,1398,MD,D,
PRK_02_MD_E,PRK_02,PRK,WV,E,1398,MD,E,
PRK_03_MD_A,PRK_03,PRK,WV,E,1268,MD,A,
PRK_03_MD_B,PRK_03,PRK,WV,E,1268,MD,B,
PRK_03_MD_C,PRK_03,PRK,WV,E,1268,MD,C,
PRK_03_MD_D,PRK_03,PRK,WV,E,1268,MD,D,
PRK_03_MD_E,PRK_03,PRK,WV,E,1268,MD,E,
PRK_04_MD_A,PRK_04,PRK,WV,E,1262,MD,A,
PRK_04_MD_B,PRK_04,PRK,WV,E,1262,MD,B,
